,question,answer,image_path
540,is there a teal shape?,no,./data/train/images/53.png
541,is there a brown shape in the image?,no,./data/train/images/53.png
542,is there not a brown shape in the image?,yes,./data/train/images/53.png
543,what shape is in the image?,triangle,./data/train/images/54.png
544,what is the color of the triangle?,green,./data/train/images/54.png
545,what is the color of the shape?,green,./data/train/images/54.png
546,is there a triangle?,yes,./data/train/images/54.png
547,is there a black shape?,no,./data/train/images/54.png
548,is there a gray shape in the image?,no,./data/train/images/54.png
549,is there not a gray shape?,yes,./data/train/images/54.png
550,does the image contain a green shape?,yes,./data/train/images/54.png
551,is there a teal shape in the image?,no,./data/train/images/54.png
552,is there not a teal shape?,yes,./data/train/images/54.png
553,is no teal shape present?,yes,./data/train/images/54.png
554,what color is the triangle?,blue,./data/train/images/55.png
555,what is the color of the triangle?,blue,./data/train/images/55.png
556,does the image contain a rectangle?,no,./data/train/images/55.png
557,is there not a rectangle?,yes,./data/train/images/55.png
558,is there a triangle?,yes,./data/train/images/55.png
559,is there a triangle in the image?,yes,./data/train/images/55.png
560,does the image not contain a black shape?,yes,./data/train/images/55.png
561,is no green shape present?,yes,./data/train/images/55.png
562,what shape does the image contain?,rectangle,./data/train/images/56.png
563,is there not a triangle?,yes,./data/train/images/56.png
564,is no black shape present?,yes,./data/train/images/56.png
565,is a red shape present?,yes,./data/train/images/56.png
566,is there a green shape in the image?,no,./data/train/images/56.png
567,is there a blue shape?,no,./data/train/images/56.png
568,is there not a blue shape in the image?,yes,./data/train/images/56.png
569,is there a yellow shape in the image?,no,./data/train/images/56.png
570,does the image not contain a yellow shape?,yes,./data/train/images/56.png
571,is there not a brown shape?,yes,./data/train/images/56.png
572,is a gray shape present?,no,./data/train/images/57.png
573,is a yellow shape present?,no,./data/train/images/57.png
574,is there a teal shape?,no,./data/train/images/57.png
575,does the image contain a teal shape?,no,./data/train/images/57.png
576,is a teal shape present?,no,./data/train/images/57.png
577,is there a brown shape in the image?,yes,./data/train/images/57.png
578,what shape is in the image?,triangle,./data/train/images/58.png
579,what color is the shape?,teal,./data/train/images/58.png
580,does the image contain a rectangle?,no,./data/train/images/58.png
581,does the image contain a triangle?,yes,./data/train/images/58.png
582,is there a red shape?,no,./data/train/images/58.png
583,is there a blue shape in the image?,no,./data/train/images/58.png
584,is there not a yellow shape?,yes,./data/train/images/58.png
585,is no yellow shape present?,yes,./data/train/images/58.png
586,what shape does the image contain?,rectangle,./data/train/images/59.png
587,what color is the shape?,brown,./data/train/images/59.png
588,is there not a rectangle?,no,./data/train/images/59.png
589,is there a black shape?,no,./data/train/images/59.png
590,does the image not contain a black shape?,yes,./data/train/images/59.png
591,is there not a gray shape in the image?,yes,./data/train/images/59.png
592,is there a yellow shape?,no,./data/train/images/59.png
593,what shape is in the image?,rectangle,./data/train/images/60.png
594,what shape is present?,rectangle,./data/train/images/60.png
595,what shape does the image contain?,rectangle,./data/train/images/60.png
596,what is the red shape?,rectangle,./data/train/images/60.png
597,what color is the rectangle?,red,./data/train/images/60.png
598,what is the color of the rectangle?,red,./data/train/images/60.png
599,is there a triangle in the image?,no,./data/train/images/60.png
600,is no triangle present?,yes,./data/train/images/60.png
601,is there not a gray shape?,yes,./data/train/images/60.png
602,does the image contain a red shape?,yes,./data/train/images/60.png
603,does the image contain a green shape?,no,./data/train/images/60.png
604,is there a blue shape?,no,./data/train/images/60.png
605,does the image not contain a blue shape?,yes,./data/train/images/60.png
606,is no blue shape present?,yes,./data/train/images/60.png
607,is a teal shape present?,no,./data/train/images/60.png
608,is there not a brown shape in the image?,yes,./data/train/images/60.png
609,what shape is present?,circle,./data/train/images/61.png
610,is there not a rectangle?,yes,./data/train/images/61.png
611,does the image not contain a rectangle?,yes,./data/train/images/61.png
612,is there a triangle in the image?,no,./data/train/images/61.png
613,is a gray shape present?,no,./data/train/images/61.png
614,is no gray shape present?,yes,./data/train/images/61.png
615,is a green shape present?,no,./data/train/images/61.png
616,is no teal shape present?,yes,./data/train/images/61.png
617,is there a brown shape in the image?,no,./data/train/images/61.png
618,what shape does the image contain?,circle,./data/train/images/62.png
619,what is the red shape?,circle,./data/train/images/62.png
620,is no rectangle present?,yes,./data/train/images/62.png
621,does the image not contain a circle?,no,./data/train/images/62.png
622,is no triangle present?,yes,./data/train/images/62.png
623,is there a black shape?,no,./data/train/images/62.png
624,is a black shape present?,no,./data/train/images/62.png
625,is there a red shape?,yes,./data/train/images/62.png
626,is there not a red shape?,no,./data/train/images/62.png
627,is there a green shape?,no,./data/train/images/62.png
628,is there not a blue shape in the image?,yes,./data/train/images/62.png
629,what shape does the image contain?,rectangle,./data/train/images/63.png
630,what is the green shape?,rectangle,./data/train/images/63.png
631,what color is the rectangle?,green,./data/train/images/63.png
632,is no rectangle present?,no,./data/train/images/63.png
633,is there a circle?,no,./data/train/images/63.png
634,is there not a circle?,yes,./data/train/images/63.png
635,does the image contain a triangle?,no,./data/train/images/63.png
636,does the image not contain a gray shape?,yes,./data/train/images/63.png
637,is there a teal shape?,no,./data/train/images/63.png
638,what shape is in the image?,rectangle,./data/train/images/64.png
639,what is the color of the rectangle?,red,./data/train/images/64.png
640,what is the color of the shape?,red,./data/train/images/64.png
641,is there a rectangle?,yes,./data/train/images/64.png
642,is there a rectangle in the image?,yes,./data/train/images/64.png
643,is there not a black shape in the image?,yes,./data/train/images/64.png
644,is a gray shape present?,no,./data/train/images/64.png
645,is there a red shape?,yes,./data/train/images/64.png
646,is there not a green shape?,yes,./data/train/images/64.png
647,is no yellow shape present?,yes,./data/train/images/64.png
648,does the image contain a teal shape?,no,./data/train/images/64.png
649,is no teal shape present?,yes,./data/train/images/64.png
650,is there a brown shape in the image?,no,./data/train/images/64.png
651,is no brown shape present?,yes,./data/train/images/64.png
652,what shape is in the image?,rectangle,./data/train/images/65.png
653,what shape is present?,rectangle,./data/train/images/65.png
654,what is the color of the shape?,red,./data/train/images/65.png
655,is there not a triangle?,yes,./data/train/images/65.png
656,is there a black shape in the image?,no,./data/train/images/65.png
657,does the image not contain a black shape?,yes,./data/train/images/65.png
658,is there not a gray shape?,yes,./data/train/images/65.png
659,does the image contain a green shape?,no,./data/train/images/65.png
660,is no blue shape present?,yes,./data/train/images/65.png
661,what shape is in the image?,triangle,./data/train/images/66.png
662,what shape is present?,triangle,./data/train/images/66.png
663,what shape does the image contain?,triangle,./data/train/images/66.png
664,what color is the triangle?,gray,./data/train/images/66.png
665,what is the color of the triangle?,gray,./data/train/images/66.png
666,what is the color of the shape?,gray,./data/train/images/66.png
667,is there a rectangle?,no,./data/train/images/66.png
668,is there not a rectangle in the image?,yes,./data/train/images/66.png
669,does the image contain a triangle?,yes,./data/train/images/66.png
670,is there not a black shape?,yes,./data/train/images/66.png
671,is there a gray shape in the image?,yes,./data/train/images/66.png
672,is there a blue shape in the image?,no,./data/train/images/66.png
673,is there a yellow shape in the image?,no,./data/train/images/66.png
674,is there not a teal shape in the image?,yes,./data/train/images/66.png
675,what shape is present?,rectangle,./data/train/images/67.png
676,what is the teal shape?,rectangle,./data/train/images/67.png
677,what is the color of the rectangle?,teal,./data/train/images/67.png
678,what color is the shape?,teal,./data/train/images/67.png
679,is no circle present?,yes,./data/train/images/67.png
680,is there a gray shape?,no,./data/train/images/67.png
681,what is the gray shape?,circle,./data/train/images/68.png
682,what color is the shape?,gray,./data/train/images/68.png
683,is there a rectangle in the image?,no,./data/train/images/68.png
